,,,Type,,Date,,Num,,Name,,Memo,,Account,,Clr,,Split,,Amount,,Balance
,,,Deposit,,03/05/2026,,,,WATER PAYMENTS,,WATER PAYMENTS,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,"-1,015.00",,0.00
,,,Check,,03/06/2026,,12156,,TOWN OF WILEY - GENERAL,,,,101 · CASH IN BANK - UTILITY,,,,-SPLIT-,,"-4,306.50",,"-4,306.50"
,,,Check,,03/06/2026,,12156,,TOWN OF WILEY - GENERAL,,payroll,,270 · DUE TO/FROM GENERAL FUND,,,,101 · CASH IN BANK - UTILITY,,"3,503.41",,-803.09
,,,Check,,03/06/2026,,12156,,TOWN OF WILEY - GENERAL,,land,,270 · DUE TO/FROM GENERAL FUND,,,,101 · CASH IN BANK - UTILITY,,50.00,,-753.09
,,,Check,,03/06/2026,,12156,,TOWN OF WILEY - GENERAL,,health,,491 · EMPLOYEE BENEFIT,,,,101 · CASH IN BANK - UTILITY,,753.09,,0.00
,,,Check,,03/06/2026,,12157,,POST MASTER,,2 BOOKS 2 ROLLS,,101 · CASH IN BANK - UTILITY,,,,465 · OFFICE SUPPLIES/POSTAGE,,-187.20,,-187.20
,,,Check,,03/06/2026,,12157,,POST MASTER,,2 BOOKS 2 ROLLS,,465 · OFFICE SUPPLIES/POSTAGE,,,,101 · CASH IN BANK - UTILITY,,187.20,,0.00
,,,Deposit,,03/06/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,,,105 · ACCOUNTS RECEIVABLE,,290.97,,290.97
,,,Deposit,,03/06/2026,,,,WATER PAYMENTS,,VIA CREDIT CARD,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,-290.97,,0.00
,,,Deposit,,03/06/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,,,-SPLIT-,,"2,990.00",,"2,990.00"
,,,Deposit,,03/06/2026,,,,WATER PAYMENTS,,WATER PAYMENTS,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,"-1,490.00",,"1,500.00"
,,,Deposit,,03/06/2026,,,,DUE TO FROM WSD,,MNG,,223 · DUE TO FROM WSD-GENERAL,,,,101 · CASH IN BANK - UTILITY,,-225.00,,"1,275.00"
,,,Deposit,,03/06/2026,,,,DUE TO FROM BCL,,MNG,,270.2 · DUE TO/FROM BROOKSIDE,,,,101 · CASH IN BANK - UTILITY,,"-1,000.00",,275.00
,,,Deposit,,03/06/2026,,,,DUE TO FROM WSD,,MNG,,222 · DUE TO/FROM WSD,,,,101 · CASH IN BANK - UTILITY,,-275.00,,0.00
,,,Check,,03/09/2026,,12155,,AgSense,,,,101 · CASH IN BANK - UTILITY,,,,416 · DUES & SUBSCRIPTIONS,,-370.00,,-370.00
,,,Check,,03/09/2026,,12155,,AgSense,,MONITOR SUBSCRIPTION FOR MONITORING EQUIPMENT AT THE WELLS AND MAIN LINE,,416 · DUES & SUBSCRIPTIONS,,,,101 · CASH IN BANK - UTILITY,,370.00,,0.00
,,,Check,,03/09/2026,,12164,,WALLACE GAS AND OIL,,,,101 · CASH IN BANK - UTILITY,,,,419.4- FUEL EXPENSE,,-476.26,,-476.26
,,,Check,,03/09/2026,,12164,,WALLACE GAS AND OIL,,TRASH TRUCK FUEL,,419.4- FUEL EXPENSE,,,,101 · CASH IN BANK - UTILITY,,476.26,,0.00
,,,Deposit,,03/09/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,,,105 · ACCOUNTS RECEIVABLE,,100.00,,100.00
,,,Deposit,,03/09/2026,,,,WATER PAYMENTS,,VIA CREDIT CARD,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,-100.00,,0.00
,,,Deposit,,03/09/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,,,105 · ACCOUNTS RECEIVABLE,,"1,775.00",,"1,775.00"
,,,Deposit,,03/09/2026,,,,WATER PAYMENTS,,WATER PAYMENTS,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,"-1,775.00",,0.00
,,,Check,,03/09/2026,,1,,ELEMENT ENGINEERING,,VOID:,,101 · CASH IN BANK - UTILITY,,Ö,,412 · WATER SUPPLIES/REPAIRS,,0.00,,0.00
,,,Check,,03/09/2026,,1,,ELEMENT ENGINEERING,,Water PNA Project,,412 · WATER SUPPLIES/REPAIRS,,Ö,,101 · CASH IN BANK - UTILITY,,0.00,,0.00
,,,Check,,03/09/2026,,12166,,ELEMENT ENGINEERING,,,,101 · CASH IN BANK - UTILITY,,,,488 · PNA-ELEMENT EXPENSES,,"-3,630.00",,"-3,630.00"
,,,Check,,03/09/2026,,12166,,ELEMENT ENGINEERING,,pna project,,488 · PNA-ELEMENT EXPENSES,,,,101 · CASH IN BANK - UTILITY,,"3,630.00",,0.00
,,,Deposit,,03/09/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,,,105 · ACCOUNTS RECEIVABLE,,"2,049.86",,"2,049.86"
,,,Deposit,,03/09/2026,,,,WATER PAYMENTS,,WATER PAYMENTS,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,"-2,049.86",,0.00
,,,Deposit,,03/11/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,,,105 · ACCOUNTS RECEIVABLE,,206.78,,206.78
,,,Deposit,,03/11/2026,,,,WATER PAYMENTS,,VIA CREDIT CARD,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,-206.78,,0.00
,,,General Journal,,03/11/2026,,367,,,,TR TO GENERAL-WRONG CK USED TO PAY ELEMENT -PNA,,101 · CASH IN BANK - UTILITY,,,,488 · PNA-ELEMENT EXPENSES,,"-7,820.00",,"-7,820.00"
,,,General Journal,,03/11/2026,,367,,,,TR TO GENERAL-WRONG CK USED TO PAY ELEMENT -PNA,,488 · PNA-ELEMENT EXPENSES,,,,101 · CASH IN BANK - UTILITY,,"7,820.00",,0.00
,,,Check,,03/13/2026,,12158,,WILEY SANITATION DISTRICT,,,,101 · CASH IN BANK - UTILITY,,,,222 · DUE TO/FROM WSD,,"-7,907.27",,"-7,907.27"
,,,Check,,03/13/2026,,12158,,WILEY SANITATION DISTRICT,,SEWAGE SALES,,222 · DUE TO/FROM WSD,,,,101 · CASH IN BANK - UTILITY,,"7,907.27",,0.00
,,,Check,,03/13/2026,,12167,,COLORADO ANALYTICAL LAB,,,,101 · CASH IN BANK - UTILITY,,,,470 · OUTSIDE SERVICE - LAB FEES,,-24.00,,-24.00
,,,Check,,03/13/2026,,12167,,COLORADO ANALYTICAL LAB,,COLIFORM TESTING,,470 · OUTSIDE SERVICE - LAB FEES,,,,101 · CASH IN BANK - UTILITY,,24.00,,0.00
,,,Deposit,,03/13/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,,,105 · ACCOUNTS RECEIVABLE,,104.99,,104.99
,,,Deposit,,03/13/2026,,,,WATER PAYMENTS,,VIA CREDIT CARD,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,-104.99,,0.00
,,,General Journal,,03/13/2026,,367,,,,REFUND SERVICE FEE FROM CBT,,101 · CASH IN BANK - UTILITY,,,,467 · OTHER ADMINISTRATIVE EXPENSES,,26.56,,26.56
,,,General Journal,,03/13/2026,,367,,,,REFUND SERVICE FEE FROM CBT,,467 · OTHER ADMINISTRATIVE EXPENSES,,,,101 · CASH IN BANK - UTILITY,,-26.56,,0.00
,,,Deposit,,03/13/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,,,105 · ACCOUNTS RECEIVABLE,,"1,475.00",,"1,475.00"
,,,Deposit,,03/13/2026,,,,WATER PAYMENTS,,WATER PAYMENTS,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,"-1,475.00",,0.00
,,,Deposit,,03/16/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,,,105 · ACCOUNTS RECEIVABLE,,"3,811.85",,"3,811.85"
,,,Deposit,,03/16/2026,,,,WATER PAYMENTS,,WATER PAYMENTS,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,"-3,811.85",,0.00
,,,Check,,03/16/2026,,12168,,BELLOMY INSURANCE AGENCY,,,,101 · CASH IN BANK - UTILITY,,,,-SPLIT-,,"-3,588.25",,"-3,588.25"
,,,Check,,03/16/2026,,12168,,BELLOMY INSURANCE AGENCY,,,,480 · INSURANCE - PROPERTY/AUTO/LIAB,,,,101 · CASH IN BANK - UTILITY,,"2,588.25",,"-1,000.00"
,,,Check,,03/16/2026,,12168,,BELLOMY INSURANCE AGENCY,,,,480.2 · INSURANCE - TRASH TRUCK AND DUM,,,,101 · CASH IN BANK - UTILITY,,"1,000.00",,0.00
,,,Deposit,,03/17/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,,,105 · ACCOUNTS RECEIVABLE,,436.99,,436.99
,,,Deposit,,03/17/2026,,,,WATER PAYMENTS,,VIA CREDIT CARD,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,-436.99,,0.00
,,,Deposit,,03/17/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,,,105 · ACCOUNTS RECEIVABLE,,570.50,,570.50
,,,Deposit,,03/17/2026,,,,WATER PAYMENTS,,WATER PAYMENTS,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,-570.50,,0.00
,,,Deposit,,03/18/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,,,105 · ACCOUNTS RECEIVABLE,,100.00,,100.00
,,,Deposit,,03/18/2026,,,,WATER PAYMENTS,,VIA CREDIT CARD,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,-100.00,,0.00
,,,Deposit,,03/18/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,,,105 · ACCOUNTS RECEIVABLE,,509.90,,509.90
,,,Deposit,,03/18/2026,,,,WATER PAYMENTS,,WATER PAYMENTS,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,-509.90,,0.00
,,,Deposit,,03/19/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,,,105 · ACCOUNTS RECEIVABLE,,"2,106.55",,"2,106.55"
,,,Deposit,,03/19/2026,,,,WATER PAYMENTS,,water payments,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,"-2,106.55",,0.00
,,,Deposit,,03/20/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,,,105 · ACCOUNTS RECEIVABLE,,100.00,,100.00
,,,Deposit,,03/20/2026,,,,WATER PAYMENTS,,VIA CREDIT CARD,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,-100.00,,0.00
,,,Deposit,,03/20/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,,,105 · ACCOUNTS RECEIVABLE,,210.00,,210.00
,,,Deposit,,03/20/2026,,,,WATER PAYMENTS,,VIA CREDIT CARD,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,-210.00,,0.00
,,,Deposit,,03/20/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,,,105 · ACCOUNTS RECEIVABLE,,"1,123.00",,"1,123.00"
,,,Deposit,,03/20/2026,,,,WATER PAYMENTS,,WATER PAYMENTS,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,"-1,123.00",,0.00
,,,Deposit,,03/23/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,,,105 · ACCOUNTS RECEIVABLE,,410.00,,410.00
,,,Deposit,,03/23/2026,,,,WATER PAYMENTS,,VIA CREDIT CARD,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,-410.00,,0.00
,,,Deposit,,03/23/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,,,318 · CDPHE/DOLA PNA GRANT 2026,,"3,440.80",,"3,440.80"
,,,Deposit,,03/23/2026,,,,DEPARTMENT OF LOCAL AFFAIRS,,PNA,,318 · CDPHE/DOLA PNA GRANT 2026,,,,101 · CASH IN BANK - UTILITY,,"-3,440.80",,0.00
,,,Deposit,,03/23/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,,,105 · ACCOUNTS RECEIVABLE,,"1,290.00",,"1,290.00"
,,,Deposit,,03/23/2026,,,,WATER PAYMENTS,,WATER PAYMENTS,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,"-1,290.00",,0.00
,,,Deposit,,03/24/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,,,105 · ACCOUNTS RECEIVABLE,,329.99,,329.99
,,,Deposit,,03/24/2026,,,,WATER PAYMENTS,,VIA CREDIT CARD,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,-329.99,,0.00
,,,Deposit,,03/24/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,,,105 · ACCOUNTS RECEIVABLE,,"1,695.95",,"1,695.95"
,,,Deposit,,03/24/2026,,,,WATER PAYMENTS,,WATER PAYMENTS,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,"-1,695.95",,0.00
,,,General Journal,,03/24/2026,,368,,,,DEPOSIT APPLIED TO BALANCE ACT 59 REA GEREE,,241 · METER DEPOSITS,,,,105 · ACCOUNTS RECEIVABLE,,75.00,,75.00
,,,General Journal,,03/24/2026,,368,,WATER DEPOSIT,,DEPOSIT APPLIED TO BALANCE ACT 59 REA GEREE,,105 · ACCOUNTS RECEIVABLE,,,,241 · METER DEPOSITS,,-75.00,,0.00
,,,Deposit,,03/25/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,,,105 · ACCOUNTS RECEIVABLE,,244.60,,244.60
,,,Deposit,,03/25/2026,,,,WATER PAYMENTS,,VIA CREDIT CARD,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,-244.60,,0.00
,,,Deposit,,03/25/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,,,105 · ACCOUNTS RECEIVABLE,,128.15,,128.15
,,,Deposit,,03/25/2026,,,,WATER PAYMENTS,,VIA BANK TRANSFER SETTLES # 62,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,-128.15,,0.00
,,,Check,,03/25/2026,,12171,,KIMBALL MIDWEST,,,,101 · CASH IN BANK - UTILITY,,,,412 · WATER SUPPLIES/REPAIRS,,-126.25,,-126.25
,,,Check,,03/25/2026,,12171,,KIMBALL MIDWEST,,,,412 · WATER SUPPLIES/REPAIRS,,,,101 · CASH IN BANK - UTILITY,,126.25,,0.00
,,,Deposit,,03/26/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,,,105 · ACCOUNTS RECEIVABLE,,125.00,,125.00
,,,Deposit,,03/26/2026,,,,WATER PAYMENTS,,VIA CREDIT CARD,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,-125.00,,0.00
,,,Deposit,,03/26/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,,,105 · ACCOUNTS RECEIVABLE,,345.00,,345.00
,,,Deposit,,03/26/2026,,,,WATER PAYMENTS,,water payments,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,-345.00,,0.00
,,,Deposit,,03/27/2026,,,,,,Deposit,,101 · CASH IN BANK - UTILITY,,,,105 · ACCOUNTS RECEIVABLE,,369.97,,369.97
,,,Deposit,,03/27/2026,,,,WATER PAYMENTS,,via credit card,,105 · ACCOUNTS RECEIVABLE,,,,101 · CASH IN BANK - UTILITY,,-369.97,,0.00
,,,General Journal,,03/31/2026,,311,,,,RICK JONES PAYROLL,,460.12 · ADMIN-WATER PT SALARIES,,,,-SPLIT-,,990.00,,990.00
,,,General Journal,,03/31/2026,,311,,,,RICK JONES PAYROLL,,483 · PAYROLL TAXES - FICA,,,,460.12 · ADMIN-WATER PT SALARIES,,75.73,,"1,065.73"
,,,General Journal,,03/31/2026,,311,,,,RICK JONES PAYROLL,,270 · DUE TO/FROM GENERAL FUND,,,,460.12 · ADMIN-WATER PT SALARIES,,"-1,065.73",,0.00
,,,General Journal,,03/31/2026,,311,,,,RICK REIFSCHNEIDER,,460.12 · ADMIN-WATER PT SALARIES,,,,-SPLIT-,,265.38,,265.38
,,,General Journal,,03/31/2026,,311,,,,RICK REIFSCHNEIDER,,483 · PAYROLL TAXES - FICA,,,,460.12 · ADMIN-WATER PT SALARIES,,20.30,,285.68
,,,General Journal,,03/31/2026,,311,,,,RICK REIFSCHNEIDER,,270 · DUE TO/FROM GENERAL FUND,,,,460.12 · ADMIN-WATER PT SALARIES,,-285.68,,0.00
,,,General Journal,,03/31/2026,,311,,,,BILL GALLEGOS PAYROLL,,460.12 · ADMIN-WATER PT SALARIES,,,,-SPLIT-,,363.00,,363.00
,,,General Journal,,03/31/2026,,311,,,,BILL GALLEGOS PAYROLL,,483 · PAYROLL TAXES - FICA,,,,460.12 · ADMIN-WATER PT SALARIES,,27.77,,390.77
,,,General Journal,,03/31/2026,,311,,,,BILL GALLEGOS PAYROLL,,270 · DUE TO/FROM GENERAL FUND,,,,460.12 · ADMIN-WATER PT SALARIES,,-390.77,,0.00
,,,General Journal,,03/31/2026,,364,,,,DEBBIE DILLON PAYROLL,,460.1 · ADMIN-CLERK SALARIES,,,,-SPLIT-,,"1,196.00",,"1,196.00"
,,,General Journal,,03/31/2026,,364,,,,DEBBIE DILLON PAYROLL,,483 · PAYROLL TAXES - FICA,,,,460.1 · ADMIN-CLERK SALARIES,,91.49,,"1,287.49"
,,,General Journal,,03/31/2026,,364,,,,DEBBIE DILLON PAYROLL,,270 · DUE TO/FROM GENERAL FUND,,,,460.1 · ADMIN-CLERK SALARIES,,"-1,287.49",,0.00
,,,General Journal,,03/31/2026,,311,,,,SCOTT WITTMAN,,460 · SUPT SALARIES,,,,-SPLIT-,,"1,140.56",,"1,140.56"
,,,General Journal,,03/31/2026,,311,,,,SCOTT WITTMAN,,483 · PAYROLL TAXES - FICA,,,,460 · SUPT SALARIES,,87.25,,"1,227.81"
,,,General Journal,,03/31/2026,,311,,,,SCOTT WITTMAN,,270 · DUE TO/FROM GENERAL FUND,,,,460 · SUPT SALARIES,,"-1,227.81",,0.00
,,,General Journal,,03/31/2026,,364,,,,WSD COLLECTION FEE,,222 · DUE TO/FROM WSD,,,,-SPLIT-,,275.00,,275.00
,,,General Journal,,03/31/2026,,364,,,,WSD COLLECTION FEE,,310 · WSD COLLECTIN FEE,,,,222 · DUE TO/FROM WSD,,-500.00,,-225.00
,,,General Journal,,03/31/2026,,364,,,,BROOKSIDE MANAGEMENT FEE,,366 · BCL MANAGEMENT FEE,,,,222 · DUE TO/FROM WSD,,"-1,000.00",,"-1,225.00"
,,,General Journal,,03/31/2026,,364,,,,WSD COLLECTION FEE,,270.2 · DUE TO/FROM BROOKSIDE,,,,222 · DUE TO/FROM WSD,,"1,000.00",,-225.00
,,,General Journal,,03/31/2026,,364,,,,WSD COLLECTION FEE,,223 · DUE TO FROM WSD-GENERAL,,,,222 · DUE TO/FROM WSD,,225.00,,0.00
,,,Check,,04/10/2026,,12169,,TOWN OF WILEY - GENERAL,,,,101 · CASH IN BANK - UTILITY,,,,-SPLIT-,,"-4,758.03",,"-4,758.03"
,,,Check,,04/10/2026,,12169,,TOWN OF WILEY - GENERAL,,payroll,,270 · DUE TO/FROM GENERAL FUND,,,,101 · CASH IN BANK - UTILITY,,"3,954.94",,-803.09
,,,Check,,04/10/2026,,12169,,TOWN OF WILEY - GENERAL,,land,,270 · DUE TO/FROM GENERAL FUND,,,,101 · CASH IN BANK - UTILITY,,50.00,,-753.09
,,,Check,,04/10/2026,,12169,,TOWN OF WILEY - GENERAL,,health,,491 · EMPLOYEE BENEFIT,,,,101 · CASH IN BANK - UTILITY,,753.09,,0.00
,,,Check,,04/10/2026,,12170,,POST MASTER,,2 BOOKS 2 ROLLS,,101 · CASH IN BANK - UTILITY,,,,465 · OFFICE SUPPLIES/POSTAGE,,-187.20,,-187.20
,,,Check,,04/10/2026,,12170,,POST MASTER,,2 BOOKS 2 ROLLS,,465 · OFFICE SUPPLIES/POSTAGE,,,,101 · CASH IN BANK - UTILITY,,187.20,,0.00
Jan - Dec 26,,,,,,,,,,,,,,,,,,,0.00,,0.00
,,,,,,,,,,,,,,,,,,,,,
